,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1675,0.3092,0.4092,0.7238,0.8508,0.8332,0.1968,0.3406,0.4437,0.6599,0.8140,0.8003
DecisionTreeRegressor,0.3278,0.4253,0.5725,0.4594,0.7293,0.7033,0.2353,0.3645,0.4850,0.5935,0.7792,0.7530
RandomForestRegressor,0.1681,0.3051,0.4100,0.7227,0.8506,0.8325,0.2023,0.3480,0.4498,0.6504,0.8086,0.7870
GradientBoostingRegressor,0.1715,0.3080,0.4141,0.7172,0.8469,0.8296,0.2010,0.3479,0.4484,0.6526,0.8100,0.7928
AdaBoostRegressor,0.1912,0.3321,0.4373,0.6846,0.8305,0.8111,0.2085,0.3672,0.4566,0.6398,0.8105,0.7930
XGBRegressor,0.1879,0.3274,0.4335,0.6901,0.8315,0.8152,0.2151,0.3626,0.4637,0.6284,0.7952,0.7807
ExtraTreesRegressor,0.1621,0.3010,0.4026,0.7326,0.8563,0.8398,0.1945,0.3411,0.4411,0.6638,0.8166,0.8011
LinearRegression,0.2021,0.3432,0.4495,0.6667,0.8216,0.8160,0.2299,0.3738,0.4795,0.6027,0.7835,0.7779
KNeighborsRegressor,0.1831,0.3192,0.4279,0.6981,0.8392,0.8096,0.1749,0.3138,0.4182,0.6978,0.8359,0.8244
SVR,0.1646,0.3013,0.4058,0.7285,0.8537,0.8426,0.1922,0.3365,0.4384,0.6679,0.8178,0.8098
MLPRegressor,0.4112,0.4981,0.6412,0.3219,0.6995,0.6933,0.3922,0.4890,0.6262,0.3223,0.6807,0.6809
