,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1682,0.3077,0.4101,0.7226,0.8502,0.8311,0.1962,0.3437,0.4429,0.6610,0.8147,0.7986
DecisionTreeRegressor,0.3072,0.4107,0.5543,0.4933,0.7473,0.7112,0.2289,0.3613,0.4784,0.6045,0.7853,0.7534
RandomForestRegressor,0.1681,0.3054,0.4100,0.7227,0.8504,0.8311,0.1981,0.3462,0.4450,0.6578,0.8132,0.7926
GradientBoostingRegressor,0.1747,0.3146,0.4179,0.7119,0.8438,0.8258,0.2040,0.3501,0.4516,0.6475,0.8064,0.7885
AdaBoostRegressor,0.1879,0.3348,0.4335,0.6901,0.8347,0.8176,0.2167,0.3721,0.4655,0.6256,0.8012,0.7888
XGBRegressor,0.1940,0.3328,0.4405,0.6800,0.8257,0.8051,0.2000,0.3458,0.4472,0.6545,0.8110,0.7957
ExtraTreesRegressor,0.1658,0.3032,0.4072,0.7265,0.8526,0.8360,0.2003,0.3489,0.4475,0.6539,0.8106,0.7945
LinearRegression,0.1777,0.3226,0.4216,0.7069,0.8416,0.8331,0.2215,0.3751,0.4706,0.6173,0.7909,0.7741
KNeighborsRegressor,0.1835,0.3207,0.4284,0.6973,0.8390,0.8098,0.1940,0.3359,0.4405,0.6647,0.8175,0.8034
SVR,0.1664,0.3027,0.4079,0.7256,0.8520,0.8404,0.1988,0.3389,0.4458,0.6565,0.8109,0.7964
MLPRegressor,0.4731,0.5351,0.6878,0.2197,0.6610,0.6476,0.5087,0.5695,0.7133,0.1209,0.6079,0.6034
