,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1710,0.3102,0.4135,0.7180,0.8473,0.8308,0.1972,0.3468,0.4440,0.6593,0.8137,0.7938
DecisionTreeRegressor,0.3350,0.4266,0.5788,0.4475,0.7267,0.7118,0.2456,0.3753,0.4956,0.5756,0.7653,0.7364
RandomForestRegressor,0.1692,0.3064,0.4113,0.7210,0.8497,0.8320,0.1998,0.3489,0.4470,0.6548,0.8120,0.7893
GradientBoostingRegressor,0.1743,0.3126,0.4175,0.7125,0.8442,0.8245,0.1970,0.3466,0.4438,0.6597,0.8145,0.7944
AdaBoostRegressor,0.1907,0.3318,0.4367,0.6855,0.8311,0.8132,0.2135,0.3702,0.4620,0.6311,0.8054,0.7848
XGBRegressor,0.1998,0.3349,0.4470,0.6705,0.8199,0.8043,0.2047,0.3535,0.4524,0.6464,0.8059,0.7933
ExtraTreesRegressor,0.1614,0.2984,0.4017,0.7338,0.8573,0.8414,0.1963,0.3454,0.4431,0.6608,0.8149,0.7980
LinearRegression,0.3937,0.4735,0.6275,0.3506,0.7131,0.7110,0.3663,0.4454,0.6052,0.3670,0.6926,0.7115
KNeighborsRegressor,0.1915,0.3237,0.4376,0.6842,0.8317,0.8056,0.1817,0.3229,0.4262,0.6861,0.8295,0.8164
SVR,0.1698,0.3023,0.4120,0.7200,0.8489,0.8432,0.1943,0.3383,0.4408,0.6642,0.8168,0.8151
MLPRegressor,0.4856,0.5321,0.6968,0.1992,0.6756,0.6869,0.3963,0.4950,0.6295,0.3152,0.6816,0.6784
