,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1937,0.3306,0.4402,0.6805,0.8257,0.8029,0.2265,0.3757,0.4759,0.6086,0.7826,0.7491
DecisionTreeRegressor,0.3532,0.4518,0.5943,0.4174,0.7164,0.6926,0.2560,0.3990,0.5060,0.5576,0.7573,0.7289
RandomForestRegressor,0.1862,0.3246,0.4315,0.6929,0.8324,0.8100,0.2198,0.3718,0.4688,0.6202,0.7906,0.7602
GradientBoostingRegressor,0.1907,0.3273,0.4367,0.6855,0.8284,0.8050,0.2366,0.3871,0.4864,0.5911,0.7724,0.7378
AdaBoostRegressor,0.2178,0.3620,0.4666,0.6409,0.8044,0.7795,0.2436,0.4006,0.4936,0.5790,0.7732,0.7447
XGBRegressor,0.2146,0.3489,0.4633,0.6460,0.8076,0.7857,0.2308,0.3708,0.4805,0.6011,0.7780,0.7427
ExtraTreesRegressor,0.1867,0.3260,0.4321,0.6921,0.8320,0.8070,0.2149,0.3677,0.4636,0.6286,0.7960,0.7705
LinearRegression,0.1983,0.3465,0.4453,0.6730,0.8204,0.8047,0.2443,0.4013,0.4942,0.5779,0.7648,0.7464
KNeighborsRegressor,0.2132,0.3496,0.4617,0.6485,0.8100,0.7735,0.2493,0.3879,0.4993,0.5692,0.7643,0.7216
SVR,0.1937,0.3262,0.4401,0.6805,0.8254,0.8017,0.2183,0.3654,0.4672,0.6228,0.7906,0.7620
MLPRegressor,0.2994,0.4246,0.5471,0.5063,0.7397,0.7343,0.3251,0.4501,0.5702,0.4382,0.6926,0.6748
