,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.5467,0.6326,0.7394,0.1549,0.4110,0.4170,0.3030,0.4725,0.5505,0.4848,0.7313,0.5254
DecisionTreeRegressor,1.1332,0.8342,1.0645,-0.7517,0.0223,0.1008,0.2883,0.4593,0.5369,0.5099,0.7170,0.4264
RandomForestRegressor,0.5389,0.5983,0.7341,0.1669,0.4168,0.5228,0.2782,0.4595,0.5275,0.5270,0.7404,0.4484
GradientBoostingRegressor,0.7941,0.7079,0.8911,-0.2276,0.1264,0.1462,0.2936,0.4758,0.5419,0.5008,0.7087,0.3879
AdaBoostRegressor,0.5266,0.5902,0.7257,0.1859,0.4607,0.5345,0.2788,0.4428,0.5280,0.5260,0.7313,0.4869
XGBRegressor,0.8520,0.7250,0.9230,-0.3171,0.1364,0.1714,0.3094,0.4633,0.5562,0.4740,0.6894,0.4319
ExtraTreesRegressor,0.5333,0.5887,0.7303,0.1756,0.4402,0.5412,0.2655,0.4392,0.5152,0.5487,0.7451,0.4704
LinearRegression,0.7817,0.6953,0.8841,-0.2083,0.3237,0.3296,0.4515,0.5417,0.6719,0.2325,0.5939,0.4814
KNeighborsRegressor,0.6107,0.6135,0.7815,0.0560,0.3596,0.4092,0.4360,0.5842,0.6603,0.2588,0.5359,0.3714
SVR,0.5939,0.6415,0.7707,0.0819,0.3360,0.3877,0.3526,0.5124,0.5938,0.4006,0.6480,0.4649
MLPRegressor,1.6685,1.0419,1.2917,-1.5792,0.2022,0.2590,0.5342,0.6059,0.7309,0.0919,0.5987,0.4869
