,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.5195,0.6032,0.7208,0.1969,0.4549,0.4837,0.3711,0.5332,0.6092,0.3691,0.6120,0.4484
DecisionTreeRegressor,0.6523,0.5986,0.8076,-0.0083,0.4641,0.5293,0.3793,0.4808,0.6159,0.3551,0.6247,0.3439
RandomForestRegressor,0.4195,0.4971,0.6477,0.3516,0.5972,0.6560,0.2847,0.4511,0.5336,0.5160,0.7199,0.4814
GradientBoostingRegressor,0.4575,0.4927,0.6764,0.2927,0.5649,0.6791,0.2995,0.4519,0.5473,0.4908,0.7014,0.4539
AdaBoostRegressor,0.4214,0.5080,0.6492,0.3485,0.6040,0.6589,0.2886,0.4431,0.5372,0.5094,0.7143,0.4979
XGBRegressor,0.5786,0.5421,0.7606,0.1056,0.4812,0.6045,0.3303,0.4585,0.5747,0.4384,0.6743,0.3604
ExtraTreesRegressor,0.4007,0.5144,0.6330,0.3807,0.6177,0.6530,0.2849,0.4256,0.5338,0.5156,0.7226,0.4979
LinearRegression,1.9320,1.0372,1.3900,-1.9866,0.2732,0.2629,0.4600,0.5630,0.6782,0.2180,0.6455,0.4649
KNeighborsRegressor,0.5043,0.5500,0.7101,0.2205,0.5152,0.5762,0.3044,0.4413,0.5518,0.4825,0.7001,0.5970
SVR,0.4899,0.5632,0.6999,0.2427,0.5058,0.5497,0.3542,0.5180,0.5952,0.3978,0.6343,0.5640
MLPRegressor,1.1832,0.9044,1.0877,-0.8290,0.3880,0.3566,1.5934,1.0624,1.2623,-1.7088,0.1567,0.1157
