,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.5037,0.5915,0.7097,0.2213,0.4757,0.4979,0.3646,0.5212,0.6038,0.3802,0.6245,0.4869
DecisionTreeRegressor,1.0570,0.7500,1.0281,-0.6340,0.1080,0.2019,0.2909,0.4536,0.5393,0.5055,0.7122,0.3274
RandomForestRegressor,0.5001,0.5676,0.7072,0.2269,0.4827,0.5696,0.2785,0.4518,0.5277,0.5265,0.7299,0.4704
GradientBoostingRegressor,0.7006,0.6253,0.8370,-0.0830,0.2686,0.3339,0.2809,0.4504,0.5300,0.5225,0.7231,0.4924
AdaBoostRegressor,0.5099,0.5556,0.7141,0.2117,0.4873,0.5906,0.2764,0.4491,0.5257,0.5302,0.7285,0.4649
XGBRegressor,0.8332,0.6660,0.9128,-0.2880,0.2223,0.3304,0.3229,0.4592,0.5683,0.4510,0.6746,0.3879
ExtraTreesRegressor,0.4519,0.5293,0.6722,0.3014,0.5518,0.6147,0.2931,0.4485,0.5414,0.5018,0.7155,0.4099
LinearRegression,0.8340,0.7108,0.9132,-0.2892,0.4588,0.5336,0.5580,0.5963,0.7470,0.0514,0.4402,0.1265
KNeighborsRegressor,0.6160,0.6013,0.7848,0.0478,0.3520,0.4227,0.3395,0.4782,0.5826,0.4229,0.6516,0.4319
SVR,0.5194,0.5940,0.7207,0.1971,0.4581,0.5016,0.3591,0.5180,0.5993,0.3894,0.6284,0.4759
MLPRegressor,1.7660,1.0600,1.3289,-1.7300,0.1948,0.1755,1.5342,1.0458,1.2386,-1.6082,0.1361,0.1623
