,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.2899,0.4176,0.5384,0.5219,0.7230,0.6776,0.2417,0.3994,0.4916,0.5823,0.7697,0.7387
DecisionTreeRegressor,0.6477,0.6001,0.8048,-0.0681,0.4680,0.4318,0.3012,0.4323,0.5488,0.4796,0.6937,0.6491
RandomForestRegressor,0.3106,0.4407,0.5573,0.4877,0.7035,0.6510,0.2732,0.4303,0.5227,0.5279,0.7376,0.6970
GradientBoostingRegressor,0.3241,0.4428,0.5693,0.4655,0.6825,0.6278,0.2696,0.4226,0.5192,0.5342,0.7360,0.6791
AdaBoostRegressor,0.3960,0.5305,0.6293,0.3470,0.6177,0.5568,0.3658,0.5203,0.6048,0.3679,0.6589,0.5980
XGBRegressor,0.3395,0.4432,0.5827,0.4400,0.6662,0.6192,0.2420,0.3980,0.4919,0.5819,0.7691,0.7366
ExtraTreesRegressor,0.2924,0.4279,0.5407,0.5178,0.7253,0.6843,0.2580,0.4122,0.5079,0.5543,0.7545,0.7114
LinearRegression,0.4912,0.5467,0.7008,0.1900,0.5889,0.5715,0.4036,0.5113,0.6353,0.3026,0.6407,0.5825
KNeighborsRegressor,0.3977,0.4849,0.6306,0.3441,0.6130,0.5483,0.3436,0.4491,0.5861,0.4064,0.6577,0.5915
SVR,0.3110,0.4310,0.5576,0.4871,0.7023,0.6514,0.2864,0.4284,0.5352,0.5051,0.7118,0.6805
MLPRegressor,1.0880,0.8258,1.0431,-0.7943,0.3871,0.3539,0.7475,0.6788,0.8646,-0.2916,0.4670,0.4571
