,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.2935,0.4176,0.5418,0.5159,0.7184,0.6780,0.2408,0.3949,0.4907,0.5839,0.7682,0.7331
DecisionTreeRegressor,0.6218,0.5818,0.7885,-0.0255,0.4778,0.4466,0.3245,0.4408,0.5697,0.4393,0.6684,0.6102
RandomForestRegressor,0.3070,0.4400,0.5540,0.4937,0.7084,0.6649,0.2768,0.4334,0.5261,0.5217,0.7316,0.6929
GradientBoostingRegressor,0.3105,0.4317,0.5572,0.4880,0.6994,0.6502,0.2605,0.4128,0.5104,0.5499,0.7477,0.6958
AdaBoostRegressor,0.3962,0.5287,0.6295,0.3465,0.6193,0.5500,0.3587,0.5142,0.5989,0.3802,0.6701,0.5978
XGBRegressor,0.3421,0.4492,0.5849,0.4357,0.6642,0.6114,0.2484,0.4005,0.4984,0.5708,0.7593,0.7211
ExtraTreesRegressor,0.2876,0.4280,0.5363,0.5256,0.7307,0.6913,0.2569,0.4123,0.5069,0.5561,0.7546,0.7111
LinearRegression,0.5052,0.5604,0.7108,0.1668,0.5993,0.5821,0.4265,0.5100,0.6530,0.2631,0.6312,0.5927
KNeighborsRegressor,0.4280,0.5042,0.6542,0.2942,0.5794,0.5011,0.3616,0.4625,0.6014,0.3751,0.6318,0.5578
SVR,0.3108,0.4297,0.5575,0.4874,0.7018,0.6503,0.2893,0.4288,0.5378,0.5001,0.7077,0.6767
MLPRegressor,0.9092,0.7566,0.9535,-0.4996,0.4149,0.3610,0.6946,0.6596,0.8334,-0.2001,0.4694,0.4350
