,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.3016,0.4015,0.5491,0.5158,0.7198,0.6967,0.2926,0.3937,0.5410,0.5376,0.7373,0.7215
DecisionTreeRegressor,0.6281,0.5631,0.7925,-0.0084,0.4940,0.5004,0.3585,0.4345,0.5987,0.4335,0.6651,0.6436
RandomForestRegressor,0.3091,0.4080,0.5560,0.5037,0.7127,0.6898,0.3035,0.4039,0.5509,0.5204,0.7256,0.7152
GradientBoostingRegressor,0.3318,0.4215,0.5760,0.4673,0.6868,0.6668,0.3297,0.4202,0.5742,0.4791,0.6975,0.6856
AdaBoostRegressor,0.4804,0.5582,0.6931,0.2287,0.5444,0.5239,0.4739,0.5563,0.6884,0.2512,0.5618,0.5586
XGBRegressor,0.3327,0.4230,0.5768,0.4659,0.6855,0.6579,0.2945,0.3922,0.5427,0.5347,0.7318,0.7205
ExtraTreesRegressor,0.2996,0.4022,0.5473,0.5190,0.7258,0.7064,0.2891,0.3940,0.5377,0.5432,0.7449,0.7349
LinearRegression,0.3978,0.4667,0.6307,0.3613,0.6110,0.6254,0.3958,0.4587,0.6291,0.3746,0.6185,0.6425
KNeighborsRegressor,0.4316,0.4731,0.6570,0.3069,0.5768,0.5600,0.4167,0.4682,0.6455,0.3415,0.5959,0.5938
SVR,0.3775,0.4256,0.6144,0.3939,0.6350,0.6535,0.3855,0.4263,0.6209,0.3909,0.6366,0.6609
MLPRegressor,0.4322,0.4926,0.6574,0.3061,0.5917,0.5773,0.3822,0.4544,0.6182,0.3961,0.6368,0.6285
