,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.2935,0.3977,0.5418,0.5287,0.7287,0.7012,0.2851,0.3912,0.5340,0.5495,0.7454,0.7267
DecisionTreeRegressor,0.6008,0.5535,0.7751,0.0354,0.5143,0.5150,0.3494,0.4252,0.5911,0.4479,0.6762,0.6654
RandomForestRegressor,0.3046,0.4051,0.5519,0.5110,0.7183,0.6954,0.2991,0.4016,0.5469,0.5273,0.7309,0.7194
GradientBoostingRegressor,0.3210,0.4155,0.5666,0.4846,0.6994,0.6737,0.3205,0.4124,0.5661,0.4935,0.7070,0.6856
AdaBoostRegressor,0.4713,0.5519,0.6865,0.2432,0.5614,0.5432,0.4622,0.5482,0.6799,0.2696,0.5882,0.5805
XGBRegressor,0.3258,0.4191,0.5708,0.4768,0.6933,0.6678,0.2859,0.3849,0.5347,0.5482,0.7415,0.7269
ExtraTreesRegressor,0.2921,0.3988,0.5405,0.5309,0.7347,0.7133,0.2823,0.3891,0.5313,0.5539,0.7521,0.7382
LinearRegression,0.3922,0.4648,0.6262,0.3703,0.6203,0.6268,0.3781,0.4538,0.6149,0.4025,0.6385,0.6563
KNeighborsRegressor,0.4604,0.4931,0.6786,0.2607,0.5406,0.5195,0.4256,0.4765,0.6524,0.3275,0.5825,0.5818
SVR,0.3765,0.4253,0.6136,0.3955,0.6367,0.6522,0.3854,0.4264,0.6208,0.3909,0.6370,0.6590
MLPRegressor,0.4183,0.4930,0.6467,0.3284,0.6071,0.5864,0.3762,0.4578,0.6134,0.4055,0.6418,0.6298
