,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1284,0.2616,0.3583,0.7939,0.8910,0.8718,0.2022,0.3182,0.4497,0.6804,0.8251,0.8063
DecisionTreeRegressor,0.2663,0.3785,0.5160,0.5725,0.7855,0.7614,0.2292,0.3426,0.4788,0.6377,0.8011,0.7799
RandomForestRegressor,0.1319,0.2643,0.3632,0.7882,0.8878,0.8699,0.2028,0.3197,0.4503,0.6795,0.8244,0.8068
GradientBoostingRegressor,0.1292,0.2649,0.3594,0.7926,0.8903,0.8692,0.2040,0.3216,0.4516,0.6777,0.8236,0.8004
AdaBoostRegressor,0.1718,0.3250,0.4144,0.7242,0.8605,0.8324,0.2344,0.3696,0.4841,0.6296,0.8021,0.7759
XGBRegressor,0.1462,0.2810,0.3824,0.7652,0.8758,0.8556,0.2036,0.3163,0.4512,0.6783,0.8242,0.8082
ExtraTreesRegressor,0.1329,0.2637,0.3645,0.7866,0.8870,0.8704,0.2014,0.3180,0.4488,0.6817,0.8258,0.8086
LinearRegression,0.1269,0.2644,0.3562,0.7962,0.8923,0.8711,0.2137,0.3320,0.4623,0.6622,0.8146,0.7924
KNeighborsRegressor,0.1626,0.2920,0.4032,0.7389,0.8623,0.8389,0.2164,0.3299,0.4652,0.6580,0.8137,0.7902
SVR,0.1289,0.2593,0.3590,0.7931,0.8908,0.8736,0.2045,0.3183,0.4522,0.6769,0.8235,0.8078
MLPRegressor,0.1819,0.3219,0.4266,0.7079,0.8476,0.8176,0.2387,0.3543,0.4886,0.6227,0.7954,0.7694
