,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1395,0.2774,0.3735,0.7761,0.8809,0.8577,0.2178,0.3359,0.4667,0.6558,0.8101,0.7894
DecisionTreeRegressor,0.2859,0.3908,0.5347,0.5410,0.7743,0.7447,0.2405,0.3541,0.4904,0.6200,0.7916,0.7633
RandomForestRegressor,0.1421,0.2781,0.3770,0.7718,0.8786,0.8572,0.2130,0.3316,0.4616,0.6633,0.8147,0.7929
GradientBoostingRegressor,0.1400,0.2796,0.3741,0.7753,0.8805,0.8548,0.2213,0.3383,0.4705,0.6503,0.8069,0.7839
AdaBoostRegressor,0.2016,0.3528,0.4490,0.6763,0.8363,0.8073,0.2633,0.3976,0.5131,0.5840,0.7762,0.7588
XGBRegressor,0.1569,0.2931,0.3961,0.7480,0.8662,0.8453,0.2190,0.3354,0.4680,0.6539,0.8096,0.7876
ExtraTreesRegressor,0.1422,0.2758,0.3771,0.7717,0.8786,0.8597,0.2107,0.3290,0.4590,0.6671,0.8169,0.7967
LinearRegression,0.1415,0.2815,0.3761,0.7729,0.8791,0.8538,0.2278,0.3481,0.4773,0.6400,0.8008,0.7757
KNeighborsRegressor,0.1670,0.2989,0.4087,0.7318,0.8576,0.8332,0.2248,0.3361,0.4742,0.6447,0.8057,0.7855
SVR,0.1371,0.2722,0.3702,0.7799,0.8835,0.8595,0.2242,0.3385,0.4735,0.6458,0.8050,0.7840
MLPRegressor,0.1408,0.2795,0.3752,0.7740,0.8799,0.8555,0.2241,0.3433,0.4733,0.6460,0.8047,0.7812
