,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1419,0.2856,0.3767,0.6834,0.8275,0.8422,0.4405,0.4612,0.6637,0.3906,0.7068,0.7649
DecisionTreeRegressor,0.2415,0.3744,0.4914,0.4612,0.7335,0.7466,0.4131,0.4619,0.6427,0.4285,0.7327,0.7566
RandomForestRegressor,0.1497,0.2986,0.3869,0.6660,0.8168,0.8228,0.4599,0.4596,0.6782,0.3637,0.7086,0.7727
GradientBoostingRegressor,0.1350,0.2908,0.3674,0.6989,0.8364,0.8387,0.4306,0.4568,0.6562,0.4043,0.7309,0.7868
AdaBoostRegressor,0.1523,0.2889,0.3902,0.6603,0.8128,0.8101,0.4688,0.4723,0.6847,0.3515,0.6859,0.7433
XGBRegressor,0.1697,0.3191,0.4120,0.6213,0.7922,0.7982,0.4129,0.4507,0.6426,0.4288,0.7441,0.7938
ExtraTreesRegressor,0.1407,0.2884,0.3751,0.6861,0.8286,0.8384,0.4500,0.4609,0.6708,0.3775,0.7021,0.7816
LinearRegression,0.3324,0.4277,0.5765,0.2585,0.6555,0.6808,0.5828,0.5470,0.7634,0.1937,0.5837,0.6828
KNeighborsRegressor,0.1857,0.3138,0.4309,0.5858,0.7676,0.7889,0.4908,0.4205,0.7005,0.3211,0.6512,0.7748
SVR,0.1620,0.3009,0.4025,0.6385,0.7994,0.8185,0.5118,0.4575,0.7154,0.2919,0.6474,0.7452
MLPRegressor,1.0063,0.7926,1.0031,-1.2448,0.4250,0.4076,1.0843,0.8241,1.0413,-0.5001,0.5203,0.5045
