,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1484,0.2856,0.3852,0.6690,0.8183,0.8318,0.4387,0.4606,0.6623,0.3931,0.6958,0.7575
DecisionTreeRegressor,0.2738,0.3815,0.5232,0.3893,0.7077,0.6992,0.3842,0.4459,0.6199,0.4684,0.7663,0.7627
RandomForestRegressor,0.1477,0.2930,0.3843,0.6706,0.8212,0.8280,0.4730,0.4666,0.6878,0.3456,0.6865,0.7424
GradientBoostingRegressor,0.1396,0.2862,0.3736,0.6886,0.8306,0.8350,0.4252,0.4573,0.6521,0.4117,0.7170,0.7790
AdaBoostRegressor,0.1473,0.3003,0.3839,0.6713,0.8209,0.8223,0.4300,0.4540,0.6557,0.4051,0.7186,0.7712
XGBRegressor,0.1685,0.3033,0.4105,0.6240,0.7915,0.8040,0.4257,0.4564,0.6525,0.4110,0.7020,0.7403
ExtraTreesRegressor,0.1314,0.2858,0.3625,0.7068,0.8425,0.8490,0.4492,0.4518,0.6703,0.3785,0.6976,0.7649
LinearRegression,0.3581,0.4530,0.5984,0.2012,0.6521,0.6693,0.6363,0.5647,0.7977,0.1197,0.5111,0.5515
KNeighborsRegressor,0.2078,0.3233,0.4559,0.5364,0.7498,0.7798,0.5642,0.4875,0.7511,0.2195,0.5994,0.6855
SVR,0.1475,0.2831,0.3841,0.6710,0.8227,0.8438,0.4811,0.4290,0.6936,0.3344,0.6573,0.7572
MLPRegressor,0.8099,0.7090,0.9000,-0.8068,0.4601,0.4445,1.1230,0.7471,1.0597,-0.5535,0.4140,0.4383
