,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1590,0.2980,0.3988,0.6453,0.8038,0.8155,0.4393,0.4647,0.6628,0.3922,0.6985,0.7565
DecisionTreeRegressor,0.3063,0.4014,0.5534,0.3168,0.6607,0.6713,0.4065,0.4687,0.6376,0.4376,0.7273,0.7625
RandomForestRegressor,0.1588,0.3029,0.3985,0.6457,0.8066,0.8140,0.4906,0.4779,0.7004,0.3214,0.6736,0.7358
GradientBoostingRegressor,0.1607,0.3124,0.4008,0.6416,0.8024,0.8045,0.4114,0.4450,0.6414,0.4308,0.7315,0.7891
AdaBoostRegressor,0.1584,0.3007,0.3980,0.6466,0.8053,0.8178,0.4512,0.4668,0.6717,0.3758,0.7038,0.7613
XGBRegressor,0.1714,0.3144,0.4140,0.6176,0.7878,0.7904,0.4325,0.4648,0.6577,0.4017,0.7014,0.7539
ExtraTreesRegressor,0.1457,0.2951,0.3816,0.6751,0.8228,0.8279,0.4595,0.4598,0.6779,0.3643,0.6874,0.7628
LinearRegression,0.2972,0.4073,0.5451,0.3371,0.6794,0.6885,0.5595,0.5345,0.7480,0.2259,0.5691,0.6663
KNeighborsRegressor,0.1892,0.3136,0.4349,0.5780,0.7746,0.8061,0.5419,0.4651,0.7362,0.2503,0.6311,0.7251
SVR,0.1552,0.2927,0.3940,0.6538,0.8128,0.8320,0.4881,0.4372,0.6987,0.3247,0.6521,0.7443
MLPRegressor,0.8618,0.7440,0.9283,-0.9225,0.4433,0.4310,0.6770,0.5790,0.8228,0.0634,0.6316,0.5728
