,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1539,0.2923,0.3923,0.6567,0.8109,0.8267,0.4411,0.4522,0.6641,0.3898,0.7079,0.7797
DecisionTreeRegressor,0.2831,0.3963,0.5321,0.3685,0.6950,0.7143,0.4500,0.4536,0.6708,0.3775,0.7079,0.7639
RandomForestRegressor,0.1467,0.2895,0.3829,0.6729,0.8219,0.8308,0.4706,0.4681,0.6860,0.3490,0.6916,0.7350
GradientBoostingRegressor,0.1379,0.2842,0.3713,0.6925,0.8326,0.8396,0.4180,0.4497,0.6466,0.4217,0.7290,0.7771
AdaBoostRegressor,0.1481,0.2894,0.3848,0.6697,0.8198,0.8220,0.4508,0.4698,0.6714,0.3764,0.7026,0.7440
XGBRegressor,0.1589,0.2973,0.3987,0.6454,0.8054,0.8179,0.4533,0.4658,0.6733,0.3729,0.6885,0.7426
ExtraTreesRegressor,0.1354,0.2770,0.3680,0.6979,0.8366,0.8506,0.4504,0.4622,0.6711,0.3769,0.6969,0.7733
LinearRegression,1.1985,0.8453,1.0947,-1.6735,0.4444,0.4755,1.1769,0.7328,1.0849,-0.6282,0.3065,0.4100
KNeighborsRegressor,0.1917,0.3165,0.4378,0.5724,0.7657,0.7989,0.5416,0.4492,0.7359,0.2508,0.6176,0.7405
SVR,0.1533,0.2920,0.3916,0.6580,0.8129,0.8410,0.4840,0.4312,0.6957,0.3304,0.6598,0.7593
MLPRegressor,0.8281,0.7319,0.9100,-0.8473,0.4529,0.4305,1.1893,0.8574,1.0905,-0.6453,0.4996,0.5672
