,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.6042,0.6524,0.7773,0.0660,0.3254,0.4040,0.3575,0.5034,0.5979,0.3922,0.6329,0.4759
DecisionTreeRegressor,1.1485,0.8288,1.0717,-0.7755,0.0245,0.0547,0.4134,0.5915,0.6430,0.2972,0.7378,0.4649
RandomForestRegressor,0.6194,0.6554,0.7870,0.0426,0.2862,0.3142,0.3045,0.4863,0.5518,0.4823,0.7170,0.3329
GradientBoostingRegressor,0.6149,0.6308,0.7842,0.0494,0.3491,0.3830,0.3347,0.5123,0.5785,0.4310,0.7343,0.3604
AdaBoostRegressor,0.6617,0.6437,0.8134,-0.0228,0.2891,0.2931,0.2876,0.4536,0.5363,0.5110,0.7465,0.3879
XGBRegressor,0.7467,0.6846,0.8641,-0.1542,0.2347,0.2279,0.3926,0.5407,0.6265,0.3326,0.6928,0.4429
ExtraTreesRegressor,0.6596,0.6478,0.8122,-0.0197,0.3064,0.3163,0.3348,0.4973,0.5786,0.4309,0.7175,0.3494
LinearRegression,1.2503,0.8521,1.1182,-0.9328,0.2074,0.2160,0.9142,0.6284,0.9561,-0.5542,0.6510,0.5695
KNeighborsRegressor,0.6515,0.6256,0.8071,-0.0071,0.3031,0.3179,0.3412,0.4607,0.5841,0.4200,0.6493,0.4441
SVR,0.6550,0.6382,0.8093,-0.0126,0.2352,0.2358,0.3100,0.4795,0.5568,0.4729,0.7180,0.3934
MLPRegressor,1.5810,0.9249,1.2574,-1.4440,0.0761,0.1354,0.7356,0.6484,0.8577,-0.2506,0.6347,0.4924
