,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.7618,0.7331,0.8728,-0.1777,0.0274,0.0781,0.4567,0.5233,0.6758,0.2236,0.4783,0.5089
DecisionTreeRegressor,0.9107,0.7261,0.9543,-0.4078,0.2503,0.2879,0.5351,0.5815,0.7315,0.0902,0.4241,0.3549
RandomForestRegressor,0.5201,0.5535,0.7212,0.1959,0.4427,0.5087,0.3236,0.4519,0.5688,0.4499,0.6973,0.6135
GradientBoostingRegressor,0.5481,0.5700,0.7403,0.1527,0.4254,0.4812,0.4486,0.5183,0.6698,0.2374,0.5142,0.4209
AdaBoostRegressor,0.5602,0.5630,0.7485,0.1340,0.3917,0.4330,0.3499,0.4555,0.5915,0.4051,0.6380,0.5695
XGBRegressor,0.5146,0.5379,0.7174,0.2045,0.4868,0.5434,0.3611,0.5120,0.6010,0.3860,0.6555,0.4429
ExtraTreesRegressor,0.5386,0.5921,0.7339,0.1674,0.4143,0.4467,0.3624,0.4777,0.6020,0.3838,0.6264,0.5420
LinearRegression,1.0833,0.8424,1.0408,-0.6746,0.1075,0.0830,0.6974,0.6662,0.8351,-0.1856,0.5236,0.4842
KNeighborsRegressor,0.5425,0.6008,0.7365,0.1614,0.4197,0.4798,0.3886,0.4948,0.6234,0.3393,0.5979,0.5172
SVR,0.6104,0.6035,0.7813,0.0565,0.3219,0.3051,0.3735,0.4668,0.6111,0.3651,0.6408,0.5199
MLPRegressor,1.9445,1.1162,1.3945,-2.0059,0.2074,0.2517,1.8641,1.0566,1.3653,-2.1690,0.2708,0.2944
